sn	sess	chordID	num_trials	accuracy	num_fingers	MD	MT	RT	ET	MD_std	MT_std	RT_std	ET_std	diff_force_f1	diff_force_f2	diff_force_f3	diff_force_f4	diff_force_f5	force_f1	force_f2	force_f3	force_f4	force_f5	force_e1	force_e2	force_e3	force_e4	force_e5
 2	4	19111	5	  1	4	    1.66926	     1234	    208.8	   1442.8	  0.7297576	 1079.6601	224.70247	1275.1616	     3.24256	   -0.664036	    3.48244	     2.53356	     1.50062	 -0.04357176	     0.65657	  -0.7649482	   -0.475156	   -0.550238	        3.199	   -0.0075474	     2.717486	       2.0584	     0.950378
 2	4	91111	5	  1	4	  0.9109998	    610.8	    175.6	    786.4	  0.5796741	 377.39528	117.34905	421.92511	  -0.0516152	      3.0703	    3.47792	     2.41026	     1.54808	   0.0930228	    -1.32384	  -0.7606858	   -1.150084	   -0.753032	   0.04136801	       1.7464	     2.717242	     1.260224	      0.79508
 2	4	11129	5	  1	4	   0.982632	    397.2	    199.2	    596.4	  0.6277369	 512.94951	139.65386	645.09131	     2.97432	      3.6441	    2.58266	    -2.48954	  -0.0497008	  0.05649866	   -0.682468	  -0.8386392	     2.02864	   0.0850112	       3.0308	      2.96168	     1.744036	    -0.460912	    0.0353146
 2	4	11192	5	  1	4	   1.225382	   1063.2	    220.8	     1284	  0.4521015	 902.72986	96.815288	985.53843	     2.48914	     3.45854	    2.92242	   -0.251204	    -2.45118	    0.277242	    -1.31184	  -0.7720588	   -0.176424	     1.95594	      2.76638	      2.14674	     2.150386	    -0.427648	     -0.49525
 2	4	11219	5	  1	4	   1.477716	    900.8	      210	   1110.8	   1.046626	 407.74894	207.44156	518.37747	     2.74334	     3.86422	   -4.11516	     2.09514	   0.2550404	   -0.219162	   -0.695726	    4.057552	   -0.345252	  -0.1589782	      2.52424	       3.1686	  -0.05762298	      1.74986	    0.0960828
 2	4	11291	5	  1	4	   1.189788	     1124	    446.8	   1570.8	  0.4025784	 860.41269	138.16367	826.95417	      2.5203	     3.80788	    -3.2392	  -0.1434961	     1.89516	  -0.0364982	   -0.695686	    3.835966	    0.384296	   -0.611742	      2.48378	       3.1123	    0.5967446	     0.240792	       1.2834
 2	4	11912	5	  1	4	    2.26326	   2891.6	    309.6	   3201.2	  0.3470333	 3179.4079	 258.9108	3421.7851	     3.57188	     3.34268	  -0.638628	     1.93834	    -2.37652	   -0.786982	    -1.12494	    1.441252	    0.410163	      3.4105	      2.78486	      2.21776	    0.8026132	       2.3485	     1.033988
 2	4	11921	3	0.6	4	   2.035367	     4032	529.33333	4561.3333	  0.3175062	 3119.4596	545.49916	2803.9182	    2.623933	    3.806667	 -0.3128674	      -2.684	    1.532367	   -0.236841	  -0.7781033	   0.2609371	      2.2196	  -0.8142433	        2.387	     3.028567	  -0.05193894	   -0.4643633	    0.7180967
 2	4	12119	5	  1	4	   1.022704	    944.4	      534	   1478.4	  0.3719131	 735.15903	387.37837	827.41694	        2.68	    -4.19446	    3.24288	     1.93322	   0.0514004	    0.350582	     4.76922	  -0.9485924	   -1.095302	  -0.0089696	      3.03062	     0.574754	     2.294272	     0.837956	   0.04239883
 2	4	12191	5	  1	4	    2.04088	   1691.6	    470.8	   2162.4	  0.4383735	 1048.7501	440.92993	1378.0772	     2.93934	    -3.30872	    2.84578	    0.064184	     1.78116	 -0.04201794	     3.47406	  -0.7379182	    0.580206	   -0.585712	       2.8973	    0.1653374	     2.107856	     0.644374	      1.19546
 2	4	12911	5	  1	4	   1.586972	   2779.6	    435.2	   3214.8	  0.5141601	 1740.3387	 330.9429	1866.4483	     2.84704	    -3.49324	   -0.63553	     2.83352	      1.8677	   -0.396436	     3.57724	    0.620557	   -0.912526	   -0.682098	      2.45062	    0.0840338	   -0.0149646	      1.92102	      1.18558
 2	4	19112	5	  1	4	   1.376524	   1148.4	    314.8	   1463.2	   0.664325	 988.78552	329.06109	1287.2588	     2.72662	   0.0253242	    3.29482	     1.91964	    -2.14322	     0.35912	    1.313578	   -0.355382	   -0.835386	     1.68974	      3.08566	      1.33894	      2.93942	      1.08426	    -0.453494
 2	4	19121	5	  1	4	    1.26452	    903.6	    380.4	     1284	  0.2247476	 333.00571	 370.5844	677.23113	     2.71376	    0.327064	    3.25816	    -2.41938	     1.72152	   -0.293764	    1.110298	  -0.3672346	     2.07012	   -0.649096	         2.42	      1.43738	       2.8909	    -0.349296	     1.072452
 2	4	19211	5	  1	4	    0.97736	   1800.4	    622.8	   2423.2	  0.6560499	 1736.5013	654.94824	1770.0433	      2.8526	    0.122354	    -4.0122	     2.01644	     1.82732	    -0.39597	     0.79355	    4.764644	   -0.623388	     -1.0199	      2.45664	      0.91588	    0.7524722	     1.393054	     0.807424
 2	4	21119	5	  1	4	   0.652854	    628.4	    181.6	      810	  0.4507457	 651.44056	124.55842	663.86896	    -4.23272	     3.15196	    3.30848	     1.95826	    0.225214	     4.23236	   -0.728884	   -0.833114	   -0.842948	   -0.224506	 -0.000364358	      2.42298	     2.475352	     1.115312	  0.000663994
 2	4	21191	5	  1	4	   1.453898	   1816.4	    204.8	   2021.2	  0.4644869	 1517.8033	85.610747	1555.6572	    -3.48312	       3.783	    3.35196	    -0.02905	     1.73818	     3.48246	   -0.961728	  -0.9386514	    0.582416	     -0.7374	 -0.000689642	       2.8213	     2.413304	     0.553348	      1.00078
 2	4	21911	5	  1	4	     1.6352	   1867.6	    360.4	     2228	  0.3502744	 950.49924	408.45171	1297.8174	     -3.0163	     3.48326	  -0.462844	     2.49552	     1.73208	      3.0157	   -0.729228	   0.6174089	   -1.116332	   -0.653708	  -0.00058564	       2.7539	    0.1546008	      1.37916	     1.078326
 2	4	29111	5	  1	4	   1.396926	   2692.4	    384.8	   3077.2	  0.5594836	 1867.2436	109.06512	1861.1156	       -3.38	  -0.1151102	    3.27576	     2.70796	      1.5681	     3.37916	    0.519072	  -0.7051312	    -1.27669	   -0.623202	 -0.000814916	     0.403952	     2.570614	      1.43128	     0.944846
 2	4	91112	5	  1	4	   1.252494	     1024	    179.6	   1203.6	  0.4152646	 606.13695	122.05245	634.46891	   -0.150992	     3.24678	    3.54462	     1.91812	    -2.03156	    0.151328	   -0.777662	   -1.204306	   -0.606794	     1.72844	  0.000357794	       2.4692	     2.340274	      1.31128	    -0.303132
 2	4	91121	5	  1	4	    1.74342	   1342.4	      474	   1816.4	  0.4183899	 424.42526	375.81112	595.80769	    -0.35752	      3.3504	    2.94574	    -2.30276	     1.73078	     0.35694	   -0.729232	   -0.682225	      2.0332	   -0.721006	  -0.00059113	       2.6211	     2.263524	    -0.269541	     1.009812
 2	4	91211	5	  1	4	    1.05414	   1282.8	    446.8	   1729.6	  0.4422516	 1385.9312	382.66591	1742.2539	   0.2585604	     3.67808	   -4.15418	     2.04006	     1.94382	  -0.1319078	   -0.854998	    4.049166	   -1.037344	   -0.688026	    0.1266309	       2.8231	   -0.1050252	     1.002736	      1.25576
 2	4	92111	5	  1	4	   1.193174	   1073.2	      266	   1339.2	   0.786312	 869.31306	143.21313	976.76978	    0.345004	    -2.97882	    2.76308	     2.37728	     1.67512	   -0.345236	     4.00982	    0.055642	   -0.509726	   -0.926076	-0.0002869246	     1.030994	     2.818704	      1.86752	     0.749056
 2	4	11229	5	  1	4	   0.674006	    545.2	    415.2	    960.4	  0.5040385	 591.06954	353.82086	940.43756	     2.91012	     3.12562	    -3.7166	    -2.51656	    0.361228	    -0.58624	   -0.777396	     3.11453	     1.84288	   -0.292314	      2.32382	      2.34828	   -0.6020336	    -0.673636	    0.0688918
 2	4	11292	5	  1	4	    2.21394	   2428.4	    143.2	   2571.6	   1.081314	 2936.4562	165.46057	3100.8016	     2.93634	      4.1067	   -4.27142	   0.1616036	    -2.02262	   -0.345956	    -1.18126	    3.704596	   0.2380058	     1.96976	      2.59038	       2.9255	   -0.5667852	     0.399614	   -0.0529178
 2	4	11922	5	  1	4	    1.04276	    683.2	    248.4	    931.6	   0.675146	 570.88107	148.48165	684.95168	     2.64574	     3.49684	  0.0307726	     -2.5654	    -1.79582	    -0.79962	     -1.2329	   0.1366383	     1.62136	     1.57034	      1.84608	      2.26394	    0.1674234	    -0.944026	     -0.22546
 2	4	12129	5	  1	4	   0.482196	    402.4	   1099.6	     1502	  0.5950758	 499.58263	597.33307	664.55098	     3.04714	    -2.88154	    3.72116	     -2.0507	  0.07978786	   -0.273396	     2.99562	  -0.8734632	     1.87694	   0.0164456	      2.77378	    0.1140548	     2.847688	   -0.1737308	    0.0961882
 2	4	12192	5	  1	4	   1.182674	    902.8	     85.6	    988.4	  0.8896478	 1281.4418	39.481641	1258.6432	     3.90666	    -2.93582	    3.65926	    0.127039	    -2.63506	  -0.2566872	     3.50702	   -0.877552	   -0.522356	     2.38832	         3.65	      0.57122	     2.781668	    -0.395332	    -0.246722
 2	4	12219	5	  1	4	   0.349356	    211.6	    197.6	    409.2	  0.1410195	  94.47116	172.07789	 228.0728	     3.77652	    -2.68438	   -4.18044	     2.48712	   0.0692836	   -0.626934	      2.6226	     3.71883	   -0.925632	  -0.0689796	      3.14962	   -0.0617674	   -0.4616214	      1.56148	  0.000327898
 2	4	12291	5	  1	4	    1.25963	     1410	    796.4	   2206.4	  0.7197779	 1110.3423	390.20354	1028.9571	     3.07398	     -2.8579	    -2.8583	  0.04257156	     2.11378	    -0.52824	      3.6034	    3.264228	     0.24854	    -1.07054	      2.54574	     0.745478	    0.4059333	      0.29112	     1.043196
 2	4	12912	5	  1	4	   1.599548	    606.8	    284.8	    891.6	  0.8774813	  357.0899	127.66049	481.17647	     4.04214	    -3.45178	  -0.415676	     1.95834	    -2.31264	   0.1062644	     4.33286	  -0.1128966	   -0.873404	     1.73308	      4.14834	     0.881084	   -0.5285744	     1.084904	    -0.579586
 2	4	12921	5	  1	4	   1.192424	   1143.6	    236.4	     1380	   0.384583	 1332.1137	123.35639	1444.3428	     3.29612	    -4.24414	  -0.069878	     -2.3631	     1.92478	   -0.451634	     4.55974	   0.8283658	     2.11644	   -0.684172	      2.84452	     0.315634	    0.7584666	   -0.2466248	      1.24062
 2	4	19122	5	  1	4	    1.97926	   1234.8	    326.8	   1561.6	  0.6698584	 655.67004	240.72225	682.18385	     3.53496	  -0.3861685	    3.37656	    -1.77788	    -2.18712	   -0.682434	    0.436201	  -0.7049852	    1.375898	     1.72666	       2.8525	    0.0500414	     2.671568	   -0.4019838	    -0.460482
 2	4	19212	5	  1	4	   1.337462	   1977.6	    522.8	   2500.4	  0.5019886	  1983.239	119.86326	2063.7293	     4.24022	   -0.252484	   -4.03068	     1.99608	    -1.97782	   -0.395596	    1.270374	     2.73649	   -0.877808	     1.73122	      3.84464	     1.017862	    -1.294208	     1.118254	    -0.246618
 2	4	19221	5	  1	4	   0.842314	    808.4	    233.2	   1041.6	  0.8525339	 1269.3206	162.97607	1424.5739	     3.75468	    0.100773	   -4.04398	    -2.55466	     1.64784	  -0.0976982	     1.34884	    3.945094	     1.92606	   -0.632528	      3.65706	      1.44962	  -0.09883284	     -0.62857	     1.015328
 2	4	21129	5	  1	4	  0.2270416	    126.4	    309.6	      436	  0.1564545	  107.7627	353.79768	461.08568	    -3.27766	     3.02112	     2.8305	     -2.2861	    -0.46764	     3.27788	   -0.682448	   -0.883655	     1.88518	    0.405064	  0.000333744	      2.33876	     1.946842	    -0.400914	   -0.0626106
 2	4	21192	5	  1	4	    0.83179	      832	      248	     1080	  0.6494112	 972.93062	178.05617	1134.7555	    -3.43742	     3.49806	    3.79758	    0.335082	    -2.87776	      3.4372	   -0.682688	  -0.9700446	    -0.02262	     2.93272	-0.0001133344	       2.8155	     2.827534	     0.312462	   0.05494556
 2	4	21219	5	  1	4	   1.232158	   1193.6	    299.2	   1492.8	  0.8522993	 1398.0024	189.53417	1558.0466	    -3.42398	     3.09224	   -3.75274	     2.03076	  0.04753944	     3.42396	    -1.23226	    3.628246	   -0.361034	    -0.22719	   -9.159e-05	      1.85994	   -0.1244967	      1.66974	   -0.1796678
 2	4	21291	5	  1	4	    2.02812	   3113.6	    590.8	   3704.4	  0.2318269	  1809.646	180.11441	1755.9399	    -3.80266	     3.23926	    -4.0099	  -0.0213149	     1.99472	     3.80276	   -0.736026	    3.610346	    0.460704	   -0.975406	  0.000108872	      2.50322	    -0.399524	     0.439398	     1.019288
 2	4	21912	5	  1	4	    1.74454	      714	    185.2	    899.2	  0.8233009	 628.38046	113.61866	730.08575	    -4.22978	     3.86238	  -0.335532	     2.26952	    -2.58844	     4.22936	   -0.961498	   0.7939265	   -0.915658	      2.5888	 -0.000458872	      2.90092	    0.4584142	       1.3539	  0.000418872
 2	4	21921	5	  1	4	    1.78872	   1301.6	    304.8	   1606.4	  0.4146305	  610.5676	362.67506	847.42008	    -3.23014	      3.6385	   -0.38114	    -2.52772	      1.8137	     3.22992	   -0.855402	   0.6165025	      2.1649	    -0.66225	  -0.00027154	      2.78314	    0.2353557	    -0.362834	     1.151448
 2	4	22119	5	  1	4	     1.5031	     1942	      282	     2224	  0.5807283	 931.14983	114.57748	890.20222	    -3.46976	    -3.21438	    3.27652	     2.47212	    -0.60547	     3.46056	     3.95112	  -0.9142096	     -1.4139	    0.358968	  -0.00917776	     0.736728	      2.36232	     1.058214	    -0.246546
 2	4	22191	5	  1	4	   1.442938	   1496.8	      408	   1904.8	  0.6878985	 1663.7029	324.38249	1489.1753	     -3.6796	    -2.95304	    3.06526	   -0.137517	     1.76922	      3.6791	     3.78454	  -0.3392591	    0.589052	   -0.690244	  -0.00056482	     0.831478	     2.726016	     0.451554	     1.078998
 2	4	22911	5	  1	4	   1.308732	   1312.8	    343.2	     1656	  0.7713699	 1100.6658	126.52747	1224.6722	     -2.6595	     -2.8957	   0.119934	     2.08774	     1.58006	     2.65952	     3.85134	  -0.1833303	     -0.8826	    -1.22866	 -4.24102e-05	     0.955658	  -0.06337924	     1.205166	     0.351436
 2	4	29112	5	  1	4	   0.237171	      132	    359.6	    491.6	  0.2397684	 101.01485	 311.3596	303.70841	     -3.1339	   0.1080282	    2.98938	      2.2628	     -2.8098	     3.13376	  -0.0455748	    -0.81122	    -0.92809	     2.76436	 -0.000165229	   0.06245194	     2.178134	     1.334716	      -0.0454
 2	4	29121	5	  1	4	   1.315674	   1401.2	      364	   1765.2	   0.304415	 934.95946	190.39958	 1104.925	    -4.22434	    0.663982	    3.23416	     -2.3335	     1.70682	     4.22442	   0.1244185	  -0.7588686	     2.15102	     -0.9127	 0.0001636922	     0.788436	     2.475298	   -0.1824296	     0.794084
 2	4	29211	5	  1	4	   0.587954	    510.4	      170	    680.4	  0.5485398	 547.29955	68.176242	530.28181	    -2.96932	   0.0557104	   -3.94816	     2.74258	     1.93438	     2.96924	   0.3813892	    3.970348	   -0.739068	   -0.722314	 -0.000134102	     0.437102	   0.02218998	       2.0035	      1.21208
 2	4	91122	5	  1	4	    0.91044	    556.4	      234	    790.4	   0.458672	 281.64304	206.47518	430.63999	    0.409878	     3.53978	     3.5487	    -2.67104	    -1.79842	    -0.41036	   -0.961454	   -1.149629	      1.9691	     1.79874	 -0.000503744	       2.5784	     2.399042	     -0.70195	 0.0003540008
 2	4	91212	5	  1	4	    1.93122	   1389.2	    369.2	   1758.4	  0.8027279	 650.26241	153.34667	713.66575	  -0.3723714	     4.39504	   -4.25364	     1.89182	     -2.1006	   0.3729436	    -1.08904	     3.79074	   -0.621006	      1.7639	  0.000666404	      3.30608	   -0.4629178	      1.27084	    -0.336596
 2	4	91221	5	  1	4	   0.728572	    517.6	    522.4	     1040	  0.5221562	 305.90652	201.82369	395.26447	    0.187648	      3.0607	    -3.6711	    -2.29016	     1.65678	    0.103175	    -0.69555	    4.128438	     2.06094	   -0.591316	    0.2908102	      2.36524	    0.4573448	   -0.2291964	     1.065496
 2	4	92112	5	  1	4	  0.3164368	    433.6	      228	    661.6	  0.2926115	 682.82853	365.45314	1046.4238	  0.06152044	    -3.42974	    3.29088	     2.17642	     -2.7865	 -0.05851446	      3.4296	  -0.8565916	   -0.898884	     2.74116	  0.002984898	  -1.5334e-05	     2.434286	       1.2775	   -0.0452838
 2	4	92121	5	  1	4	   1.300578	   1293.6	      238	   1531.6	  0.5681577	 1338.6937	246.95344	1573.0177	     0.64127	     -3.1215	     2.7862	    -2.30744	     1.82934	   -0.339492	     6.38654	  -0.1731621	     2.13684	   -0.755636	     0.301778	        3.265	     2.613048	   -0.1705706	     1.073706
 2	4	92211	5	  1	4	   1.137372	   2057.6	      468	   2525.6	  0.4591238	 858.88579	163.81697	943.29465	    0.514574	    -2.93984	   -3.40772	     2.15824	      2.3111	   -0.448334	     5.55308	    3.001162	   -0.256316	    -1.18626	     0.066252	       2.6132	   -0.4065195	       1.9019	     1.124818
 2	4	12229	5	  1	4	    0.53964	    415.6	    205.6	    621.2	  0.2496059	 216.73209	190.56967	 395.0762	     3.70726	    -3.20714	   -2.77712	     -2.3911	    0.411732	   -0.414924	      2.9501	    2.860376	      1.7501	   -0.283624	      3.29234	     -0.25697	     0.083277	    -0.640988	    0.1281448
 2	4	12292	5	  1	4	   1.008732	    996.8	    558.4	   1555.2	  0.4157635	 888.90787	229.62752	1016.6313	     3.02508	     -2.8396	   -2.87164	   0.2418416	    -2.20192	   -0.050777	     2.83202	     2.87144	  -0.1404044	     2.13856	      2.97428	  -0.00763728	-0.0002988718	    0.1014188	   -0.0634308
 2	4	12922	5	  1	4	   0.962512	    587.2	    570.8	     1158	  0.1152201	 147.21821	315.66311	183.29757	     3.12764	    -3.53598	  -0.249912	    -2.46054	    -1.96034	  -0.2372642	     2.88526	  -0.1071562	     1.49806	     1.38548	      2.89038	    -0.650722	   -0.3570788	    -0.962502	    -0.574902
 2	4	19222	5	  1	4	   1.605428	   1290.4	    211.6	     1502	   1.063389	 552.58918	155.46318	582.85161	     3.75546	   0.1868032	   -3.00816	     -2.5411	    -1.78556	   -0.650312	  -0.2873272	    3.108228	     1.70664	     1.78592	      3.10514	    -0.100516	     0.100066	     -0.83448	  0.000421384
 2	4	21229	5	  1	4	   1.128152	    543.2	    307.2	    850.4	  0.4161167	 245.01673	162.44753	 331.1779	     -3.1454	      3.0913	   -3.31002	    -2.77256	    0.309116	     3.14568	    -1.28972	    2.951578	     1.86066	   -0.470982	 0.0002281052	      1.80156	   -0.3584458	    -0.911942	   -0.1618316
 2	4	21292	5	  1	4	   0.911016	    792.8	    411.2	     1204	  0.7095738	 1158.3908	200.99552	1257.2613	    -2.92168	     3.74584	   -3.50748	   0.1485364	     -2.6494	     2.92194	   -0.777674	    3.556022	 -0.00449496	      2.3464	 0.0002480524	      2.96818	   0.04856046	    0.1440312	     -0.30301
 2	4	21922	5	  1	4	   1.119078	      958	    152.8	   1110.8	  0.7170537	 1005.9722	109.92361	 1100.991	    -3.21158	     4.04968	  0.4037296	    -2.56482	     -1.9353	     3.21116	    -1.19008	   0.4405617	     1.90574	     1.88224	-0.0004441524	       2.8597	    0.8443004	    -0.659068	   -0.0531126
 2	4	22129	5	  1	4	   0.469736	    367.6	    207.6	    575.2	  0.5201062	 430.14509	236.56881	657.72578	     -3.2532	    -2.63822	    4.19246	    -1.81646	  -0.1561262	     3.25358	     2.64632	   -0.883949	     1.70756	     0.22961	  0.000521128	   0.00801872	     3.308542	   -0.1088894	    0.0735332
 2	4	22192	5	  1	4	   1.434806	      970	      154	     1124	  0.9095949	 696.78117	53.721504	666.92578	    -2.86678	    -2.57082	    3.51356	  -0.1968284	    -2.72792	       2.867	     2.56332	  -0.9950168	    0.273452	     2.66432	 0.0002818454	  -0.00755804	     2.518572	    0.0766128	    -0.063678
 2	4	22219	5	  1	4	   0.829224	    693.6	      260	    953.6	  0.5365713	 516.25071	107.35921	590.48522	    -2.74802	    -2.77252	   -3.23862	     2.42924	   -0.385028	     2.74784	     3.73096	     2.67934	    0.696486	    0.336266	 -0.000236666	     0.958446	   -0.5593211	      3.12572	   -0.0487946
 2	4	22291	5	  1	4	   0.667752	    630.4	    304.4	    934.8	  0.2135745	 484.70486	80.577913	431.51501	    -2.84468	    -3.42954	    -3.0702	  -0.0631602	     1.65882	      2.8448	     2.95048	    1.763064	    0.542752	     -1.2561	  7.31786e-05	     -0.47905	    -1.307122	      0.47959	     0.402726
 2	4	22912	5	  1	4	   1.174262	    673.2	    236.4	    909.6	  0.9229843	 482.82005	285.02772	579.84032	    -3.18312	    -4.10732	  0.2822956	     1.92296	    -1.77986	     3.18384	     3.92312	  -0.3863785	   -0.709552	      1.4434	    0.0008397	    -0.184156	   -0.1041021	     1.213396	      -0.3364
 2	4	22921	5	  1	4	    0.77298	    794.4	    296.8	   1091.2	  0.3786728	 959.26785	220.81938	1157.8891	    -3.15332	    -3.19588	  0.3957115	    -2.12166	     1.64918	     3.15302	     3.23566	    0.069721	     1.75302	    -0.93039	 -0.000370716	     0.039792	    0.4654431	    -0.368664	     0.718792
 2	4	29122	5	  1	4	   1.107736	    761.2	      166	    927.2	   1.070107	 697.40748	76.863515	669.28858	    -3.61274	    0.061432	    3.65482	    -2.27926	     -2.0117	     3.61274	    0.053264	   -0.906497	     1.97664	     1.95434	 0.0001000004	    0.1146762	     2.748298	    -0.302584	   -0.0574024
 2	4	29212	4	0.8	4	  0.3069688	    208.5	    361.5	      570	  0.2744926	 228.45787	235.98517	 454.4007	   -3.384625	  -0.2948783	    -3.2472	      2.0058	   -2.559575	      3.3845	   0.2926973	    3.291765	  -0.8349225	    2.495775	  -2.6925e-06	  -0.00221345	   0.04453799	      1.17085	  -0.06380875
 2	4	29221	5	  1	4	   1.211006	    500.8	      250	    750.8	  0.4606796	 328.22431	137.86225	 317.6432	    -3.48572	  -0.0329066	   -3.35096	    -2.59862	     2.22826	     3.48544	    0.779288	    3.135932	     2.29256	   -0.948904	  -0.00032482	     0.746368	     -0.21505	   -0.3060538	     1.279346
 2	4	91222	4	0.8	4	   0.994585	   1049.5	    317.5	     1367	  0.7227768	 1237.1843	102.27251	1301.6671	   0.2819767	    4.139325	    -2.7216	    -2.70675	   -1.791775	  -0.2825778	   -0.961655	    2.429428	     1.83945	     1.79195	  -0.00065282	     3.177725	   -0.2922017	     -0.86737	 0.0002426275
 2	4	92122	5	  1	4	   1.399242	   1758.4	      332	   2090.4	  0.7252275	 2264.7531	171.59837	2167.5606	     0.63639	     -2.8437	    3.22668	    -2.48956	    -1.99452	   -0.573046	     2.57846	   -1.108978	     1.23219	     1.74778	    0.0633329	    -0.265252	     2.117702	     -1.25734	     -0.24676
 2	4	92212	5	  1	4	   0.901706	    481.6	    279.6	    761.2	  0.6175257	 411.38401	193.96082	 596.8008	    0.058269	    -3.02566	   -3.53038	        2.26	    -1.91706	  -0.0584144	      3.4443	    3.464714	   -1.045492	      1.9133	  -0.00016682	    0.4186596	  -0.06562744	     1.214516	  -0.00382464
 2	4	92221	5	  1	4	    0.83231	   1015.2	      248	   1263.2	  0.5779936	 1425.4302	152.61062	1563.1024	   0.5229042	    -3.91142	    -3.0302	    -1.86074	     1.78814	   0.2876064	     3.60134	     1.83519	      1.6574	    -1.34126	     0.810464	    -0.310072	    -1.195046	    -0.203321	     0.446886
 2	4	22229	5	  1	4	   0.418826	      266	      308	      574	  0.1295121	 139.89282	 180.2942	251.32847	    -2.84856	    -3.59894	   -3.04688	    -2.48652	   0.1944764	     2.84816	     3.32826	    2.920194	     1.98862	   -0.194717	 -0.000413794	    -0.270556	   -0.1266038	   -0.4978782	-0.0002888718
 2	4	22292	5	  1	4	   0.560086	      416	    239.6	    655.6	  0.2773233	 407.01597	240.86262	641.17143	    -2.68806	     -3.6724	    -3.5434	    0.227052	    -2.55992	      2.6876	     3.41998	    3.416636	    0.335314	     2.55976	  -0.00046559	    -0.252332	   -0.1267262	     0.562358	-0.0001799512
 2	4	22922	5	  1	4	  0.5793426	    901.2	    214.4	   1115.6	  0.9437351	 1768.1547	154.54708	1906.7089	    -2.62372	     -3.0291	  0.0877704	    -2.13772	    -2.49118	     2.62376	      3.0215	   0.3561386	     1.80346	     2.42752	 0.0001925638	   -0.0076682	    0.4439228	    -0.334246	   -0.0637132
 2	4	29222	5	  1	4	   0.376174	      282	      232	      514	  0.2099962	 183.27575	218.69614	394.65681	    -3.76128	     0.37572	   -2.55478	    -2.61886	     -2.0734	     3.76226	   -0.620194	    2.270092	      1.8862	     1.73696	  0.001061638	    -0.244402	    -0.284676	    -0.732634	    -0.336366
 2	4	92222	5	  1	4	  0.7156852	    641.2	      232	    873.2	  0.4231586	 449.50106	192.71741	434.37449	    0.408838	     -2.7923	   -2.95002	    -2.69722	    -2.40522	    -0.32668	     2.65606	    2.269134	     1.92588	     2.10216	   0.08217597	    -0.136072	   -0.6808422	    -0.771458	    -0.303066
 2	4	11111	5	  1	5	   0.948518	   1390.8	      184	   1574.8	  0.3283742	  936.1064	115.63736	1017.7707	      3.5413	     3.95576	    2.63084	     2.79198	     1.65026	  -0.2735628	     -1.0888	   -1.029027	   -0.972732	    -0.90252	      3.26774	      2.86702	      1.60179	      1.81924	     0.747764
 2	4	11112	5	  1	5	   0.852216	    419.6	    269.6	    689.2	  0.3979045	 222.32589	117.89317	280.36976	      2.8918	       2.839	    3.57008	      1.6697	    -2.52286	    0.233126	   -0.729216	    -1.03169	   -0.842564	     2.52276	      3.12496	       2.1097	     2.538394	     0.827148	-0.0001034888
 2	4	11121	4	0.8	5	     2.1339	   1966.5	      248	   2214.5	  0.2564254	 1092.6816	204.56784	1155.4905	    3.451125	     3.84115	   2.976975	    -2.25565	      1.6076	  -0.6610725	   -1.566425	  -0.6326015	       1.914	  -0.6618525	     2.790075	     2.274725	     2.344378	    -0.341627	    0.9457125
 2	4	11211	5	  1	5	    2.09518	     1130	    128.8	   1258.8	  0.6313227	 697.15278	44.935509	687.89476	     2.77466	     3.80764	   -3.95304	     2.37374	     1.76974	  -0.0187946	   -0.682642	    3.952768	   -0.302166	    -0.56778	      2.75582	      3.12512	-0.0003360002	      2.07156	     1.201984
 2	4	12111	5	  1	5	    1.77072	   1711.6	      544	   2255.6	  0.2033561	 1716.1517	305.12948	1466.0344	     2.86422	    -3.67914	    3.85594	     2.25476	     1.56014	   -0.217592	     4.15866	   -0.846257	    -0.68615	    -0.58807	       2.6467	      0.47951	      3.00971	      1.56858	     0.972074
 2	4	21111	5	  1	5	   0.776114	    448.8	    268.4	    717.2	    0.54795	 365.50677	256.68424	423.99198	    -4.47734	     2.86866	    3.23388	     2.51022	     1.76224	     4.47718	    -0.85523	   -1.052415	   -0.937422	     -0.6816	 -0.000145436	      2.01344	     2.181494	      1.57282	     1.080626
 2	4	11122	5	  1	5	   0.818482	    290.4	    245.6	      536	  0.4481392	 162.98098	156.71248	293.01877	     3.08856	     3.61858	    3.16888	    -2.32442	     -2.3183	    -0.51812	    -1.43912	  -0.9406814	      1.6351	     1.99718	      2.57048	      2.17948	     2.228204	    -0.689296	   -0.3211366
 2	4	11212	5	  1	5	    2.07334	     1888	    453.6	   2341.6	  0.9572714	 1076.7841	226.10794	1231.9143	      3.1742	       3.806	   -3.83658	     2.09252	    -2.14204	   -0.364982	   -1.175234	    3.249744	   0.1659636	     2.08804	      2.80922	      2.63078	   -0.5868524	      2.25848	   -0.0539948
 2	4	11221	5	  1	5	   1.479634	    929.2	    451.2	   1380.4	      1.158	 726.99464	348.07356	947.06008	      3.1838	     4.14342	   -3.83448	    -2.10504	     1.72906	    -0.25073	    -1.08888	    3.371578	      1.6361	   -0.962682	      2.93308	      3.05458	    -0.462866	    -0.468976	      0.76636
 2	4	12112	5	  1	5	   0.994232	      338	    340.4	    678.4	   0.957135	 298.27169	327.71146	611.80127	     3.46048	    -3.87284	    3.75154	     2.01474	    -1.79304	   -0.418748	     4.44496	    -1.30227	   -0.614004	     1.79344	       3.0417	     0.572086	     2.449234	       1.4007	  0.000400818
