sn	sess	chordID	num_trials	accuracy	num_fingers	MD	MT	RT	ET	MD_std	MT_std	RT_std	ET_std	diff_force_f1	diff_force_f2	diff_force_f3	diff_force_f4	diff_force_f5	force_f1	force_f2	force_f3	force_f4	force_f5	force_e1	force_e2	force_e3	force_e4	force_e5
 1	1	19999	5	  1	1	  0.4920764	    318.4	    169.6	      488	  0.6965602	 540.02481	202.78757	559.22804	        3.87	  -0.1993434	  -0.731216	   -0.471618	  -0.2287288	   -0.498704	   -0.640252	  -0.3847008	   -0.359752	   -0.158482	       3.3713	    -0.839606	     -1.11592	     -0.83136	     -0.38716
 1	1	91999	5	  1	1	  0.0054854	     20.4	    118.8	    139.2	0.002851384	  11.61034	157.54111	167.99167	  -0.0452128	     3.32916	 -0.3922422	   -0.440978	   -0.358672	    0.196042	     -1.7667	   -0.388878	 -0.06012156	 -0.01243472	     0.150804	       1.5624	   -0.7811306	    -0.501114	    -0.371072
 1	1	99199	3	0.6	1	   0.292917	219.33333	       40	259.33333	  0.4742361	 314.13585	30.265492	323.55731	  -0.3249933	  -0.1130707	     3.3015	   -0.069386	   0.3999067	     0.70867	    -0.66301	    -1.68906	    -0.49982	  -0.8020767	      0.38369	   -0.7760767	     1.612477	   -0.5691967	   -0.4022067
 1	1	99919	4	0.8	1	  0.5830765	      510	      181	      691	  0.5634994	 433.45127	209.00718	 622.6192	  -0.3475625	  -0.2270725	 -0.7583275	    2.036125	    0.273205	    1.144508	  -0.4345825	     0.78752	   -0.817545	  -0.5357425	    0.7969525	   -0.6616375	   0.02918217	      1.21855	     -0.26246
 1	1	99991	5	  1	1	  0.4054692	    526.4	      108	    634.4	  0.4472314	 553.96462	60.464866	 531.9124	    -0.30463	    -0.40242	  -0.533058	   -0.173598	      2.1099	   -0.895974	   -0.337622	   0.2207143	   0.7505288	   -0.759814	     -1.20056	    -0.740054	   -0.3123516	    0.5769264	      1.35012
 1	1	29999	5	  1	1	 0.01399986	     41.6	    153.6	    195.2	0.003413168	 17.052859	120.49398	137.19038	    -2.96982	     0.49066	  0.1400942	   -0.250398	  -0.1836927	     3.35928	   -0.110816	   -0.442593	  -0.0720924	  -0.1186188	     0.389446	    0.3798662	   -0.3024849	     -0.32249	    -0.302304
 1	1	92999	5	  1	1	 0.00594526	     23.2	      128	    151.2	0.002520607	 2.2803509	124.04032	124.78461	    0.106448	    -4.07636	  0.2475158	    0.059463	    0.548676	    -0.62966	     2.40824	  -0.7312246	   -0.620996	   -0.814928	     -0.52324	     -1.66814	   -0.4837096	    -0.561478	    -0.266288
 1	1	99299	5	  1	1	  0.1951511	      148	    111.2	    259.2	  0.4230565	 257.18087	87.699487	344.12091	   0.2017044	   -0.023249	   -3.32148	 -0.08717044	    0.290892	    -1.28858	   -0.490842	    2.359652	   -0.075285	     -0.4481	    -1.086874	    -0.514066	   -0.9618208	   -0.1624472	      -0.1572
 1	1	99929	4	0.8	1	  0.2738054	      141	      150	      291	  0.4070981	 142.73986	109.77553	157.77199	   -0.231104	  -0.1941225	  -0.264205	     -2.5529	  0.09783175	    0.437805	   -0.580195	    -0.37382	    1.282665	   -0.744555	    0.2067105	   -0.7742875	    -0.638041	    -1.270225	     -0.64672
 1	1	99992	3	0.6	1	0.004035933	13.333333	334.66667	      348	0.001345886	  4.163332	54.784426	58.275209	   0.4090067	   -0.018899	    0.40922	  -0.2730963	   -2.424567	  -0.2473667	  -0.8819367	   -1.028969	  -0.0933261	    1.813733	    0.1616373	   -0.9008167	   -0.6197673	   -0.3663967	   -0.6108467
 1	1	11999	5	  1	2	   0.836912	    752.8	    136.8	    889.6	  0.6398375	 737.94932	121.75056	798.19847	     3.31724	     3.44824	 0.09320552	   -0.470038	 -0.02908386	    0.280233	     -1.7892	  -0.2630304	   -0.126685	   -0.324966	      3.59746	        1.659	   -0.1698283	    -0.596722	    -0.354034
 1	1	19199	5	  1	2	   0.536862	    334.4	    130.8	    465.2	  0.3438994	 223.12956	122.67518	297.02054	     3.05674	  -0.3881658	    3.45552	   -0.043016	    0.390914	   -0.384968	    -0.54187	   -1.703738	   -0.309864	   -0.822054	      2.67176	    -0.930078	     1.751786	     -0.35288	    -0.431092
 1	1	19919	5	  1	2	   0.346596	    481.2	    151.6	    632.8	  0.3675821	 487.53379	158.38813	602.50079	     2.80544	   -0.286487	  -0.186288	     1.76574	   -0.120491	   -0.712564	    -0.30945	  -0.2908292	    -1.08512	   0.0444256	      2.09288	    -0.595924	   -0.4771028	     0.680638	   -0.0760294
 1	1	19991	5	  1	2	  0.3637996	    228.8	    176.4	    405.2	  0.2480689	 101.61299	176.99944	 239.9775	     2.87136	   0.1483056	  0.3093784	   0.0225568	     1.89852	  0.00176778	   -0.574766	  -0.3583368	  -0.1333576	   -1.079992	      2.87312	    -0.426468	  -0.04897682	    -0.110793	      0.81852
 1	1	91199	4	0.8	2	  0.1386663	       68	       93	      161	  0.1900934	 57.154761	116.40733	172.97784	   0.3667003	     3.46895	    3.69185	   0.0196225	    -0.26003	   -0.666905	    -1.63285	   -1.222512	  -0.1822425	   0.1109804	    -0.300215	     1.836125	     2.469337	   -0.1625655	     -0.14907
 1	1	91919	5	  1	2	  0.1836934	    255.2	      152	    407.2	  0.2179959	 403.37724	149.87995	547.29444	   -0.464492	     3.75528	    -0.4132	     1.83226	    0.516222	   -0.614438	     -1.6642	   0.4101326	   -0.333468	   -0.512698	    -1.078902	      2.09106	  -0.00307258	       1.4988	   0.00352894
 1	1	91991	5	  1	2	  0.1758082	    244.8	    111.6	    356.4	  0.1315793	 253.77392	30.899838	240.28899	    0.105602	     3.73508	    0.01856	  -0.1256804	     1.94264	  0.00203918	    -1.75554	 -0.09524266	   0.0150728	   -0.901792	     0.107618	      1.97952	  -0.07666848	    -0.110611	     1.040898
 1	1	99119	5	  1	2	  0.3094444	      160	    158.8	    318.8	  0.2347055	 128.06248	149.36934	272.80249	  -0.2792302	  -0.0630662	    3.55724	     2.01508	    0.472408	   -0.734626	   -0.401134	   -1.345756	   -0.538466	   -0.583734	    -1.013854	    -0.464208	      2.21148	      1.47658	   -0.1113098
 1	1	99191	5	  1	2	   0.582716	    721.2	    141.6	    862.8	  0.5389847	  994.2028	107.05513	1067.0891	    -0.13635	  -0.1100232	    2.64722	  -0.1144596	      1.8603	   0.0454172	  -0.2449942	   -1.363304	  -0.2040276	    -1.56056	    -0.090958	   -0.3550042	     1.283928	    -0.318494	      0.29974
 1	1	99911	5	  1	2	   0.405982	    470.8	    154.8	    625.6	  0.3097673	 751.91569	62.715229	747.14845	    -0.28977	  -0.5189836	  0.0676202	      2.1174	     1.77448	   -0.554066	  0.03956848	  -0.2287912	   -1.041716	    -0.70455	    -0.843792	    -0.479427	   -0.1611755	     1.075698	     1.069924
 1	1	12999	5	  1	2	   0.275449	      330	    289.6	    619.6	  0.4841727	 607.18366	299.04983	902.44379	      3.1369	    -3.62216	 -0.1415262	    -0.13807	   -0.225862	    -0.95637	     2.40736	   -0.173554	  -0.1645532	 -0.00482724	      2.18052	    -1.214754	   -0.3150541	     -0.30264	    -0.230728
 1	1	19299	5	  1	2	   1.044503	    514.8	      358	    872.8	  0.9959493	  422.1341	227.26196	 612.2444	       3.359	   0.4291754	   -4.37978	     0.48764	  -0.1666202	    -0.87836	   -0.382748	    3.373132	   -0.573326	   0.1201634	      2.48058	    0.0464564	    -1.006616	      -0.0857	   -0.0464212
 1	1	19929	4	0.8	2	  0.5379373	    635.5	      107	    742.5	  0.5329998	  649.0452	107.13854	700.88777	    3.650275	  -0.3039125	  0.1994532	    -2.63915	   0.3667625	   -1.168636	   -0.587765	  -0.4674018	      1.3572	  -0.6944675	      2.48165	   -0.8917025	   -0.2679557	    -1.282007	   -0.3276975
 1	1	19992	5	  1	2	   0.325158	    404.4	    190.8	    595.2	  0.4700749	 605.41787	 119.3365	719.66048	     3.43076	   -0.421016	 -0.1766152	   0.1916728	    -1.68394	   -1.133366	    -0.43514	  -0.2503751	    -1.00043	      1.2231	      2.29738	     -0.85618	   -0.4269854	    -0.808754	     -0.46085
 1	1	21999	5	  1	2	  0.3943306	    594.4	    192.8	    787.2	  0.4255922	 900.22042	106.87937	1002.7349	    -2.99088	     3.19764	  -0.502222	    0.313788	     0.23569	     3.27086	    -1.65336	  -0.3548582	    -0.98961	   -0.259394	      0.28006	      1.54428	   -0.8570846	    -0.675834	  -0.02365252
 1	1	29199	5	  1	2	  0.4108498	    283.6	    174.8	    458.4	  0.6273012	 328.24198	143.16843	469.43242	     -2.9098	    -0.25391	    3.25524	     0.16624	     0.23977	     2.25478	  -0.2136383	   -1.023248	  -0.2983467	   -0.406678	    -0.655014	   -0.4675534	     2.232004	   -0.1321148	    -0.166916
 1	1	29919	5	  1	2	   0.278739	      452	    116.8	    568.8	  0.3758019	 747.88636	101.94705	848.61958	    -3.77114	   -0.157922	  -0.668802	     2.33108	    0.479004	     3.95548	   -0.497628	 -0.03420808	    -1.08022	   -0.853484	     0.184306	    -0.655548	   -0.7030026	      1.25088	    -0.374532
 1	1	29991	5	  1	2	   0.171766	    212.8	    174.4	    387.2	  0.1269571	 269.57225	196.02755	462.02511	    -3.22242	    -0.47577	  0.3308394	  -0.0903178	     1.79756	     3.80032	   -0.511472	  -0.6308832	   -0.138939	    -1.17258	      0.57792	    -0.987206	   -0.3000196	    -0.229264	        0.625
 1	1	91299	5	  1	2	  0.2006354	      294	    199.6	    493.6	  0.3079733	 397.91205	138.09707	505.40162	    0.423676	      4.0177	   -2.90484	   -0.477268	    0.540852	    0.182504	    -2.08254	    1.756814	   -0.316052	     -1.0351	       0.6062	      1.93516	    -1.148036	    -0.793352	    -0.494228
 1	1	91929	5	  1	2	   0.230258	    344.8	     93.2	      438	  0.1229833	 295.84658	104.73395	393.00127	    0.091767	     4.21386	  0.0785634	    -1.99534	    0.502622	   -0.256582	     -1.7017	  -0.2433879	      1.5963	    -0.60557	   -0.1648188	      2.51214	     -0.16479	    -0.399076	   -0.1029228
 1	1	91992	5	  1	2	    0.36494	    533.2	    277.2	    810.4	  0.1861585	 337.87157	297.79725	618.29508	     0.21866	     3.39164	  -0.162512	   0.2171642	    -1.60288	   0.0395464	    -1.58594	  0.08671042	    0.172672	     1.29974	    0.2582036	      1.80572	  -0.07579346	     0.389864	    -0.303174
 1	1	92199	5	  1	2	  0.0763332	    142.4	    310.8	    453.2	 0.06253759	 98.258842	236.64995	273.00037	   -0.658746	    -3.17732	     3.3785	   -0.445012	    0.002158	    0.306788	     2.07768	   -1.917284	  -0.1507881	  -0.4103444	     -0.35198	    -1.099606	     1.461208	    -0.595814	    -0.408192
 1	1	92919	5	  1	2	   0.638848	    284.8	    131.2	      416	  0.5496705	 201.81477	113.36313	215.04883	   -0.680262	    -3.33178	  -0.193892	     1.85876	      0.2536	    0.962534	     1.89546	  -0.1457994	   -0.866808	   -0.505072	     0.282302	     -1.43626	   -0.3396846	     0.991938	    -0.251478
 1	1	92991	5	  1	2	  0.3967946	    305.6	    137.2	    442.8	  0.3224496	 277.46495	142.66464	385.36113	  -0.5931828	    -4.04882	 -0.3091598	   0.0992166	     2.17954	    0.723702	     2.19966	  -0.0561654	  -0.0008404	    -1.05888	    0.1305527	     -1.84912	   -0.3653168	      0.09839	     1.120658
 1	1	99129	3	0.6	2	    0.63253	781.33333	243.33333	1024.6667	  0.3471075	 337.32082	228.73857	561.35669	  -0.2808074	 -0.07537167	     3.2619	   -2.535467	     0.17474	    -0.44986	  -0.1897067	   -1.119261	    2.318933	    -0.34149	   -0.7306333	   -0.2650667	      2.14264	   -0.2164767	   -0.1667867
 1	1	99192	4	0.8	2	    1.69465	     2574	      255	     2829	  0.8111069	 1887.0132	266.38068	2087.4204	   0.2208975	   0.2198975	     2.9035	  -0.1424805	    -2.24725	     1.16135	  -0.3446022	   -1.376832	    0.229615	    1.580525	      1.38225	    -0.124709	     1.526668	     0.087143	     -0.66673
 1	1	99219	5	  1	2	  0.4882222	    910.8	    120.4	   1031.2	  0.5549033	 1446.5715	55.089019	1427.3728	    -0.46785	   -0.444974	   -4.00222	     1.99672	    0.543162	    0.994698	   -0.654292	    3.156366	   -1.038098	   -0.803012	     0.526828	    -1.099284	    -0.845836	     0.958584	     -0.25981
 1	1	99291	4	0.8	2	   1.070112	     2384	      224	     2608	  0.7585988	 2900.7875	172.96628	3071.7921	   0.6250675	   -0.245945	  -2.596375	   0.3058775	    2.025775	   -1.179925	  -0.6155825	    1.847107	   -1.019833	   -1.094725	   -0.5548725	   -0.8615525	   -0.7492677	   -0.7139525	     0.931095
 1	1	99912	5	  1	2	   1.011776	    757.6	      152	    909.6	  0.2069638	 303.99474	28.319605	312.80473	    -0.45616	  -0.3506862	  -0.413514	     2.52644	    -1.86934	    0.827428	   0.0175508	   0.9228652	   -0.715134	     1.43998	    0.3712624	    -0.333136	    0.5093328	      1.81134	    -0.429488
 1	1	99921	4	0.8	2	  0.3654675	    477.5	      118	    595.5	  0.1295175	 177.70669	90.465463	227.86765	  -0.4458166	    -0.46224	 -0.5469225	   -2.768875	      2.2055	   0.1178208	     -0.2877	    -0.41285	    1.697125	     -1.5515	    -0.327963	   -0.7499475	   -0.9597735	     -1.07175	     0.653995
 1	1	22999	5	  1	2	  0.1358748	    104.8	      216	    320.8	   0.112744	 65.781456	142.94754	142.97272	    -3.43344	    -3.65098	  -0.368606	   0.0979704	    0.364752	      2.8797	      2.4489	  0.09279698	  -0.0551208	    -0.46026	    -0.553662	    -1.202076	   -0.2757998	    0.0428388	  -0.09547414
 1	1	29299	5	  1	2	  0.4703506	    389.6	    185.6	    575.2	  0.5392874	 592.23543	145.54999	646.49145	    -2.84284	  -0.4283286	   -3.79156	  -0.1632356	  -0.0787378	     3.69894	    -0.27005	    3.122796	  -0.0610052	  -0.0414186	     0.856132	     -0.69839	   -0.6687812	    -0.224244	   -0.1202072
 1	1	29929	5	  1	2	   0.563134	    528.8	    271.2	      800	  0.6526499	 641.06568	195.00564	824.20022	    -2.66846	  -0.2265476	   -0.43226	    -2.39044	    0.045514	     2.73074	   -0.316266	  -0.3113766	     1.65712	     -0.5741	    0.0622962	    -0.542842	   -0.7436378	     -0.73334	    -0.528588
 1	1	29992	3	0.6	2	    1.32113	     1430	223.33333	1653.3333	   1.250707	 1406.2731	79.431312	1481.0811	   -3.393433	   0.2303833	 -0.2228507	  -0.4517133	   -2.388567	    2.396533	    -0.61013	  -0.5398883	 0.008801333	    1.790867	     -0.99687	   -0.3797187	   -0.7627433	     -0.44292	   -0.5976833
 1	1	92299	5	  1	2	   0.088109	       74	    237.2	    311.2	 0.03252263	 9.8994949	123.23636	  120.005	   0.1403996	     -3.1425	   -3.35098	   -0.394524	    0.298352	   0.3019592	     1.82986	    1.980888	   -0.286636	   -0.737028	     0.442334	    -1.312674	     -1.37009	    -0.681172	    -0.438638
 1	1	92929	5	  1	2	  0.1888604	    152.4	    166.4	    318.8	   0.152997	 135.57581	157.64771	243.84257	   -0.225784	    -3.94892	   0.173388	    -2.02332	    0.208896	    0.735342	     2.48644	  -0.3580057	     1.15708	   -0.538088	     0.509588	      -1.4625	   -0.1845966	    -0.866274	     -0.32922
 1	1	92992	5	  1	2	   0.318712	    334.8	    281.6	    616.4	   0.154593	 294.32839	 226.2892	508.03228	   -0.718874	    -3.40926	   -0.34828	    0.227041	    -2.01006	    0.620372	      1.9802	  0.08442738	    -0.71987	     1.55632	   -0.0985156	     -1.42908	   -0.2638522	    -0.492856	    -0.453772
 1	1	99229	5	  1	2	  0.1581306	    148.4	     52.8	    201.2	 0.06841164	 176.53555	32.298607	196.77703	   0.0506626	    0.004574	   -3.43638	    -2.08884	    0.492674	   0.2013484	   -0.483142	    1.903322	     1.54854	   -0.820642	    0.2520018	    -0.478546	    -1.533048	    -0.540298	     -0.32797
 1	1	99292	5	  1	2	   0.664076	      680	    282.4	    962.4	  0.3142436	 413.05932	259.91306	655.96707	    -0.51133	    0.040871	   -3.07542	  -0.1296828	    -1.80684	     0.16591	  -0.2961058	    3.179476	   0.4759964	    1.302858	   -0.3453984	   -0.2552136	    0.1040315	    0.3463022	    -0.503972
 1	1	99922	5	  1	2	  0.3973608	    583.6	      168	    751.6	  0.3964442	 996.50028	98.397154	1074.8743	  -0.0720032	   -0.218324	  0.0190642	    -2.34544	    -2.06202	   -0.347076	   -0.365566	 -0.09206474	     1.82388	     1.89798	    -0.419066	    -0.583892	  -0.07297776	     -0.52159	    -0.164094
 1	1	11199	5	  1	3	    0.82627	      588	    159.2	    747.2	  0.3752048	 256.73722	107.09435	267.03783	     2.72396	     2.82646	     3.2662	   0.1222525	    0.333736	    0.490224	    -1.34284	   -1.569014	   -0.370404	   -0.597198	       3.2142	      1.48364	     1.697176	     -0.24817	    -0.263418
 1	1	11919	5	  1	3	   1.094416	    670.8	    134.4	    805.2	  0.9502346	 730.95773	24.633311	733.77599	     3.71542	     3.27824	  -0.294953	     1.75124	    0.554092	   -0.770724	    -1.80676	   0.0443766	    -0.81695	   -0.762062	      2.94466	       1.4715	   -0.2505781	     0.934286	    -0.207974
 1	1	11991	4	0.8	3	    0.58395	    339.5	      201	    540.5	  0.3902943	 390.73734	215.39731	605.08154	      2.8506	    3.322225	 -0.1255202	  -0.1954275	    1.926425	   -1.458575	   -1.805675	  0.04957493	  -0.8392275	  -0.7522625	      1.39205	      1.51654	     -0.07595	    -1.034702	     1.174175
 1	1	19119	5	  1	3	    1.89806	   2042.8	    164.4	   2207.2	  0.3115692	 796.82696	 103.3286	771.34765	     2.89322	   -0.480144	    2.89798	     1.77578	     0.61463	     -2.8205	  -0.2738154	     -1.1728	  -0.1156826	   -0.542918	     0.072747	    -0.753964	     1.725168	       1.6601	    0.0717038
 1	1	19191	4	0.8	3	   1.416425	    808.5	    164.5	      973	  0.2824724	  397.6879	113.08257	486.56757	      2.9517	   -0.337225	   3.201425	  -0.3664292	     1.83915	    -1.59155	  -0.1055135	    -1.34401	  -0.4256875	   -1.163225	     1.360117	     -0.44275	     1.857447	   -0.7921275	     0.675885
 1	1	19911	5	  1	3	    1.28991	   1119.2	    136.8	     1256	  0.3279841	 535.20762	68.623611	511.25727	     2.41118	  -0.1465144	  -0.383586	     1.63914	     1.94246	   -0.745062	  -0.4483674	   0.1909108	    -1.49086	   -0.994078	      1.66608	    -0.594846	   -0.1926662	    0.1482816	      0.94837
 1	1	91119	5	  1	3	   0.608388	    651.6	    165.6	    817.2	  0.3494986	 552.00072	203.69291	523.43596	  -0.2227308	     3.19738	    3.84256	     1.62604	   0.1564592	    0.564136	     -1.5417	   -1.746916	  -0.0193196	   -0.514356	     0.341378	      1.65568	     2.095612	      1.60672	     -0.35789
 1	1	91191	5	  1	3	   0.799886	    735.6	    185.6	    921.2	  0.3159133	 746.35702	 188.8036	920.29082	   0.4243856	      3.5779	     3.4828	   -0.057417	      1.8467	    -0.66821	    -1.58952	   -1.196294	   -0.073715	   -0.859678	   -0.2438226	      1.98836	     2.286494	   -0.1311076	     0.987038
 1	1	91911	5	  1	3	  0.4641044	    481.6	      168	    649.6	  0.3102583	 623.05923	105.57462	726.00606	   -0.272106	     3.26858	 -0.0950822	     1.68768	     1.83302	    0.906582	     -1.6537	   0.3527786	   -0.657322	   -1.024458	     0.634462	     1.614854	    0.2576924	     1.030348	     0.808594
 1	1	99111	3	0.6	3	  0.6151387	      544	235.33333	779.33333	  0.6235101	 426.25345	205.25431	620.15912	 -0.06160033	  -0.4272933	     3.5521	    2.750267	      1.6287	    -0.37851	  -0.1451043	   -1.585993	   -1.605433	     -0.8325	   -0.4401467	     -0.57242	     1.966107	      1.14487	    0.7961333
 1	1	11299	5	  1	3	   0.563305	    439.2	    246.4	    685.6	  0.5205256	 302.43875	238.67719	 528.5043	     2.73404	     3.16468	   -3.54632	    -0.55996	   -0.315188	   -0.283812	    -1.76086	    2.223987	  -0.1616206	 -0.08789046	      2.45024	      1.40384	    -1.322359	    -0.721594	    -0.403042
 1	1	11929	5	  1	3	   1.101818	   1199.2	    176.4	   1375.6	  0.6907149	 824.65217	98.867588	868.08917	     2.80416	     2.78074	 -0.4054346	    -2.14258	    -0.24396	   -0.734554	    -1.47698	   0.6136646	     1.45592	    0.104889	      2.06966	     1.303732	    0.2082324	     -0.68667	   -0.1390574
 1	1	11992	5	  1	3	    1.72792	     1290	     94.8	   1384.8	  0.3334237	 644.82091	57.299215	 626.0393	     3.62902	     2.89208	  -0.235796	  -0.2997604	    -1.70474	    0.533938	    -1.80042	    0.008031	 -0.03497504	      1.2753	        4.163	     1.091706	   -0.2277692	    -0.334724	     -0.42951
 1	1	12199	5	  1	3	  0.3849914	    306.8	    344.4	    651.2	  0.3216636	 212.26681	292.87335	370.58224	     2.88086	    -3.97636	    2.85436	     0.43976	  -0.0400982	   -1.178216	     3.15262	  -0.0796192	   -0.250202	 -0.00157712	      1.70262	    -0.823688	     2.774748	    0.1895726	  -0.04162834
 1	1	12919	5	  1	3	    1.24178	   1029.2	    176.4	   1205.6	  0.6718669	 1111.6983	109.08162	1217.6103	     3.49088	    -3.16786	   -0.55252	     2.37986	   0.5592212	    -0.34702	     1.82582	  0.07919456	   -0.838208	   -0.663106	       3.1439	     -1.34208	    -0.473334	      1.54164	   -0.1038486
 1	1	12991	5	  1	3	   1.614472	   1579.2	    110.4	   1689.6	  0.5741606	 1381.2332	58.590102	1349.6321	      3.1129	    -2.93648	  -0.152056	    0.499806	     1.69068	  -0.2422344	     1.98824	    0.162814	   -0.467918	   -0.914548	      2.87066	    -0.948256	   0.01075686	   0.03189945	      0.77613
 1	1	19129	5	  1	3	     0.7203	    699.2	    175.2	    874.4	   0.225715	 728.74495	167.42521	877.33734	     2.57896	  -0.1046466	    2.72414	    -1.94468	  -0.0106544	   -0.647364	   -0.391472	   -1.428404	    1.090738	  -0.0930274	      1.93158	    -0.496078	     1.295762	    -0.853936	    -0.103645
 1	1	19192	5	  1	3	   0.901542	      834	    241.2	   1075.2	   0.618554	 587.16267	246.89107	727.61748	     3.72442	   -0.391832	    3.02506	  -0.1108586	    -2.02432	  0.03653746	   -0.387332	   -1.564014	  -0.0862326	     1.46572	      3.76094	    -0.779152	      1.46104	   -0.1970842	    -0.558594
 1	1	19219	5	  1	3	   1.075332	    720.4	      152	    872.4	  0.8987437	 571.57222	130.58331	685.66377	     2.80182	       0.001	   -4.13938	     1.99234	   0.4683837	   -0.283546	   -0.665888	    3.668812	     -0.9692	   -0.797944	      2.51828	    -0.664876	   -0.4705356	     1.023112	     -0.32949
 1	1	19291	5	  1	3	   0.890352	   1265.6	    216.4	     1482	  0.5276691	 1265.8834	214.22605	1387.1532	     3.14854	  -0.3929868	   -2.74482	  -0.1596192	     1.78412	   -0.979108	  -0.0599914	    2.286892	   -0.408432	   -0.856628	      2.16942	    -0.452978	   -0.4579404	    -0.568064	     0.927474
 1	1	19912	4	0.8	3	   1.598895	     1526	    193.5	   1719.5	  0.6402963	 724.82458	133.65004	801.71712	    2.711975	     0.25141	 -0.3448025	      1.7224	    -2.27935	    0.275573	  -0.6809425	   0.3050409	  -0.1182875	      1.6127	      2.98755	    -0.429559	  -0.03975775	     1.604125	     -0.66667
 1	1	19921	5	  1	3	   0.889868	    898.8	       76	    974.8	  0.7326984	 958.94171	51.826634	976.73395	      2.8977	  -0.1250699	  -0.316864	    -2.15472	     2.00074	   -0.477648	   -0.357371	  -0.1734846	    1.000222	    -1.24068	      2.42002	    -0.482438	   -0.4903272	      -1.1545	      0.76006
 1	1	21199	5	  1	3	   0.649618	      446	    122.8	    568.8	  0.5978993	  502.7743	42.251627	543.95331	    -2.65318	     3.74038	    3.58514	   0.0721528	     0.28198	     1.45262	    -1.63796	   -1.317854	  -0.2590554	   -0.448722	      -1.2005	       2.1024	     2.267296	    -0.186879	    -0.166758
 1	1	21919	5	  1	3	   1.167586	     1800	      178	     1978	   0.857541	 1175.8988	124.09674	1215.6949	    -3.19284	     3.05904	   -0.57921	     2.31716	    0.509882	       3.694	    -1.80534	  0.09008008	   -0.813076	   -0.819294	     0.501148	     1.253712	   -0.4891222	      1.50404	     -0.30938
 1	1	21991	5	  1	3	   0.821726	     1136	      182	     1318	  0.3326838	 889.62239	180.42727	1014.7699	    -2.45872	     2.85472	  -0.188002	   -0.369948	     1.93924	     2.11608	    -1.65344	 -0.05305926	  -0.0817088	    -1.15792	     -0.34264	     1.201308	   -0.2410751	    -0.451664	     0.781296
 1	1	29119	4	0.8	3	  0.5985265	    425.5	      150	    575.5	   0.464107	 301.86697	98.657657	 379.3903	   -2.884425	  -0.0449475	    3.66195	    2.193025	   0.3937875	    1.683825	  -0.5246275	   -1.302353	  -0.0020975	  -0.5122275	     -1.20055	    -0.569575	      2.35956	     2.190925	   -0.1184723
 1	1	29191	5	  1	3	     1.0892	   1015.2	      336	   1351.2	  0.5705858	 489.76852	301.45646	505.22787	    -2.78444	   -0.181224	    3.16128	   -0.185238	      1.9965	     2.48864	  -0.0973854	   -1.391352	   0.2293908	   -1.013148	    -0.295724	   -0.2785986	     1.769898	    0.0441562	     0.983342
 1	1	29911	4	0.8	3	  0.6592025	    882.5	    162.5	     1045	  0.3532599	 742.79181	60.097144	794.53215	     -3.0173	  -0.3208638	  0.3425932	       1.803	    1.505725	     3.23805	  -0.1593398	  -0.2030679	    -1.15025	  -0.7820325	    0.2207275	     -0.48021	    0.1395164	    0.6527175	      0.72366
 1	1	91129	5	  1	3	   0.559054	    351.6	    210.8	    562.4	  0.4849474	 473.46679	79.165649	498.06305	  -0.0302768	     3.27142	    2.82358	       -1.88	    -0.42577	    0.822746	    -1.79312	   -1.777516	     1.35176	  -0.0678316	      0.79249	     1.478302	      1.04608	     -0.52828	    -0.493614
 1	1	91192	5	  1	3	  0.9311282	      522	    184.4	    706.4	  0.8232642	 409.16745	81.650475	476.73347	   0.1617156	     3.43698	    3.04534	   0.1442042	     -2.2569	     1.21972	    -1.77302	   -1.693708	    -0.27712	     1.67536	     1.381446	      1.66398	     1.351635	    -0.132918	     -0.58156
 1	1	91219	5	  1	3	   0.328435	    165.6	    221.6	    387.2	   0.283885	 91.634055	65.565235	108.10735	    0.377888	     3.03152	   -3.98474	     2.14294	    0.612772	    -1.14128	    -1.63664	    3.179826	    -1.40134	   -0.585588	    -0.763408	      1.39488	   -0.8049306	     0.741618	   0.02723074
 1	1	91291	5	  1	3	   0.869794	     2220	    267.2	   2487.2	  0.9270379	 3522.1405	164.93999	3667.4879	   0.2876956	      3.4891	   -2.53326	  -0.2646568	     1.83124	   -0.967464	    -1.55954	      1.8338	   0.0147332	     -0.7025	    -0.679802	     1.929606	   -0.6994524	   -0.2499126	     1.128772
 1	1	91912	5	  1	3	   1.220222	   1304.4	    185.6	     1490	  0.5530946	 1386.9055	207.29882	 1593.488	   -0.008726	     3.58638	   -0.45034	      2.2668	    -1.83284	    0.850982	    -1.68768	   0.5480028	   -0.676326	     1.41562	     0.842246	      1.89866	   0.09766096	      1.59044	     -0.41731
 1	1	91921	5	  1	3	   0.950314	   1339.2	    263.6	   1602.8	  0.5504593	 1278.2438	226.25826	1492.4963	     0.16059	     2.68234	   0.149594	    -2.31772	     1.58842	    1.078332	     -1.4504	   -0.242123	     2.83902	   -0.841632	     1.238942	     1.231948	  -0.09255336	     0.521302	     0.746824
 1	1	92119	5	  1	3	  0.5387366	    448.8	    141.6	    590.4	  0.3423136	 335.19726	150.26909	367.02153	    -0.55983	     -4.5217	    2.71294	     1.76904	    0.187192	    0.438342	     2.85362	   -1.559952	   -0.643388	    -0.46801	   -0.1215186	     -1.66808	     1.152963	     1.125672	    -0.280818
